site,routerKey,routerValue,method,hostKey,cmdKey,cmdValue,requestPath,data,match
https://ssp2.gin.ntt.net/lg/looking_glass_web_gitRepo/lg.cgi,router,"Los Angeles, CA - US",POST,addr,query,ping,https://ssp2.gin.ntt.net/lg/lg.cgi,"{'sourceIP': 'IP', 'addr': '', 'addrFQDN': '', 'protocol': 'IPv4', 'router': '0', 'query': '0'}",False
https://noc.rub.de/lg,router,Router I38C,POST,addr,query,ping,https://noc.rub.de//lg/,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'RUB Border Router 1'}",False
https://lg.iptel.by/cgi-bin/bgplg,,,get,req,cmd,ping,https://lg.iptel.by//cgi-bin/bgplg,"{'req': '', 'cmd': 'show ip bgp'}",False
http://www.pitentel.cl/cgi-bin/index.html,router,PIT-CDLV,POST,addr,query,ping,http://www.pitentel.cl/cgi-bin/lg.pl,"{'query': 'trace', 'addr': '', 'router': 'PIT01-CNT'}",False
https://www.iptp.net/zh_HK/iptp-tools/lg/,router,b7648281d85e,get,query,command,ping,https://www.iptp.net/zh_HK/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://lg.iptp.net/ru_RU/iptp-tools/lg/,router,r0402ld4lnduk,get,query,command,ping,https://lg.iptp.net/ru_RU/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://www.iptp.net/zh_HK/iptp-tools/lg/,router,63d09bf27f7c,get,query,command,ping,https://www.iptp.net/zh_HK/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://lg.riu.edu.ar,router,Externos2,get,query,command,ping,https://lg.riu.edu.ar/,"{'command': 'ping', 'query': '', 'protocol': 'ipv4', 'router': 'ARIU'}",False
https://lookingglass.sunet.se/lg.cgi,router,miun-r2,POST,addr,query,ping,https://lookingglass.sunet.se//lg.cgi,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'bos-r1'}",False
http://lg.supranet.net/lg/lg.cgi,router,Madison,POST,addr,query,ping,http://lg.supranet.net//lg/lg.cgi,"{'query': 'bgp', 'addr': '', 'protocol': 'IPv4', 'router': 'Madison'}",False
https://looking.house/action.php?mode=looking_glass&action=,id,46,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
https://alice.ja.net/,query_location,newcct-rbr1janet,post,query_target,query_type,ping,https://alice.ja.net/api/query/,"{'query_location': '', 'query_target': '', 'query_type': 'ping', 'query_vrf': 'default'}",False
https://lg.eunetworks.com/,routers,router12,post,parameter,query,ping,https://lg.eunetworks.com/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
http://lg.as6453.net/lg/,router,gin-wyn-tcore1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-aeq-tcore1'}",False
https://lg.iptp.net/ru_RU/iptp-tools/lg/,router,r026gssydau,get,query,command,ping,https://lg.iptp.net/ru_RU/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://lg.he.net/,routers[],core1.rst1.he.net,post,ip,command,ping,https://lg.he.net//,"{'token': 'LSpzidCJJl5zV/YIJOEGCYfxbpNcjOiBp9K7DYL6MWVgUz0fCLxSDJy7JZvwDbjrykUuvlwYAHqr2jb+fI6V0A==', 'routers[]': 'core1.ist1.he.net', 'command': 'bgpsummary6', 'ip': '', 'raw': '1', 'afPref': 'preferV4'}",False
https://lg.greekstream.net,location,router1,post,target,type,ping,https://lg.greekstream.net/lg,"{'location': '', 'target': '', 'type': 'ping'}",False
https://www.iptp.com/es_ES/iptp-tools/lg/,router,f580379b163d,get,query,command,ping,https://www.iptp.com/es_ES/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://103.10.121.37/,router,Router SDIX,get,query,command,ping,http://103.10.121.37/,"{'command': 'ping', 'query': '', 'protocol': 'ipv4', 'router': 'Router SDIX'}",False
http://lg.mtl1.servermania.com/,,,get,host,cmd,ping,http://lg.mtl1.servermania.com/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://lg.pipenetworks.com/,router,Melbourne IXv6 (AS23745),POST,addr,query,ping,https://lg.pipenetworks.com//,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'Brisbane Transit (AS24130)'}",False
https://looking.house/action.php?mode=looking_glass&action=,id,93,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
http://lg.conit.com.au/looking-glass/,routers,bdr101.s1.au,post,parameter,query,ping,http://lg.conit.com.au/looking-glass/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'bdr101.m1.au', 'query': 'bgp'}",False
https://lg.he.net/,routers[],core1.chi1.he.net,post,ip,command,ping,https://lg.he.net//,"{'token': 'LSpzidCJJl5zV/YIJOEGCYfxbpNcjOiBp9K7DYL6MWVgUz0fCLxSDJy7JZvwDbjrykUuvlwYAHqr2jb+fI6V0A==', 'routers[]': 'core1.ist1.he.net', 'command': 'bgpsummary6', 'ip': '', 'raw': '1', 'afPref': 'preferV4'}",False
https://lookingglass.sunet.se/lg.cgi,router,nkg188-r1,POST,addr,query,ping,https://lookingglass.sunet.se//lg.cgi,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'bos-r1'}",False
https://lg.fibertelecom.it/,routers,router2,post,dontlook,query,ping,https://lg.fibertelecom.it/run.php,"{'dontlook': '', 'parameter': '', 'routers': 'router1', 'query': 'bgp_summary'}",False
https://www.iptp.net/ru_RU/iptp-tools/lg/,router,58faa9239631,get,query,command,ping,https://www.iptp.net/ru_RU/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://lg.bcn.fognet.ch/,,,get,host,cmd,ping,https://lg.bcn.fognet.ch/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://103.219.192.60,,,get,host,cmd,ping,http://103.219.192.60/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://ipv4.lg.wydler.eu/?lang=en_US.UTF-8,,,get,host,cmd,ping,https://ipv4.lg.wydler.eu/ajax.php,"{'host': '', 'csrf': '15ca248bc920f6ad59ee439ddf5f417164a33824ceeea952368cbfb76fb8f6fd', 'cmd': 'host'}",False
http://lg.sparknet.ro/,router,bbBrgd.sparknet.ro,POST,addr,query,ping,http://lg.sparknet.ro//,"{'query': 'ping', 'protocol': 'IPv4', 'addr': '', 'router': 'bbNx.sparknet.ro'}",False
http://debby.sunrise.ch/lg/lg.cgi,router,Nodus Network,POST,addr,query,ping,http://debby.sunrise.ch//lg/,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'Sunrise Routeserver'}",False
https://lg.runnet.ru/,router,spb-bm18-2-gw.runnet.ru,get,query,command,ping,https://lg.runnet.ru/,"{'command': 'ping', 'query': '', 'protocol': 'ipv4', 'router': 'msk-m9-1-gw.runnet.ru'}",False
https://www.iptp.net/ru_RU/iptp-tools/lg/,router,03949f332f,get,query,command,ping,https://www.iptp.net/ru_RU/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://ssp2.gin.ntt.net/lg/looking_glass_web_gitRepo/lg.cgi,router,Luxembourg City - LU,POST,addr,query,ping,https://ssp2.gin.ntt.net/lg/lg.cgi,"{'sourceIP': 'IP', 'addr': '', 'addrFQDN': '', 'protocol': 'IPv4', 'router': '0', 'query': '0'}",False
http://lg.lon.uk.ultravps.eu,,,get,host,cmd,ping,http://lg.lon.uk.ultravps.eu/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://lg.iptp.net/vi/iptp-tools/lg/,router,02e719b7a5e1,get,query,command,ping,https://lg.iptp.net/vi/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://lg.bytemark.co.uk,routers,cr3.yrk,post,parameter,query,ping,https://lg.bytemark.co.uk/execute.php,"{'parameter': '2402:f000:3:6801:891c:25a8:d450:ed1f', 'dontlook': '', 'routers': 'cr3.yrk', 'query': 'bgp'}",False
https://www.as30781.net/nettools/looking_glass/,router,er03.lyo01,POST,ip,command,ping,https://www.as30781.net/nettools/looking_glass/,"{'ip': 'x.x.x.x', 'captcha': '', 'origin': '', 'page_id': 'b5dcfbe31a00d8359b49b014d6753e7c4c1d16e0', 'form_id': '8a278e900c28e510dd99ac3fc02a43b632156c67', 'router': 'er01.ams01', 'command': 'ping'}",False
http://lg.as6453.net/lg/,router,gin-fr1-thar1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-aeq-tcore1'}",False
https://gambadilegno.noc.seabone.net/lg/,router,Daressalaam,POST,addr,query,ping,https://gambadilegno.noc.seabone.net/lg/lg.cgi,"{'query': 'trace', 'addr': '', 'router': 'Amsterdam'}",False
https://lg.atl01.readydedis.com/,,,get,host,cmd,ping,https://lg.atl01.readydedis.com/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://looking.house/action.php?mode=looking_glass&action=,id,522,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
http://lg-sg.centerhop.com,,,get,host,cmd,ping,http://lg-sg.centerhop.com/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://w34.gubo.org/LookingGlass/,,,get,host,cmd,ping,http://w34.gubo.org/LookingGlass/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://debby.sunrise.ch/lg,router,Global Crossing,POST,addr,query,ping,http://debby.sunrise.ch//lg/,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'Sunrise Routeserver'}",False
http://lg.voanet.net.br/,routers,router1,post,parameter,query,ping,http://lg.voanet.net.br/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
http://w96.gubo.org/LookingGlass/en.php,,,get,host,cmd,ping,http://w96.gubo.org/LookingGlass/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://lg.as6453.net/bin/lg.cgi,router,gin-ovc-hcore1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-tv2-tcore1'}",False
https://lg.equinix.com.br,,,post,parameters,query,ping,https://lg.equinix.com.br/cgi-bin/lg.cgi,"{'query': 'traceroute6', 'parameters': ''}",False
http://lg.rosprint.net/,router,Moscow09,POST,addr,query,ping,http://lg.rosprint.net//lg/,"{'query': 'trace', 'protocol': 'IPv4', 'addr': '', 'router': 'Moscow09'}",False
https://lookingglass.level3.net/,site_name,Orlando-FL-USA,post,ip,category,ping,https://lookingglass.level3.net/,"{'category': 'bgp', 'ip': '', 'mask': '', 'site_name': 'CapeTown-SouthAfrica', 'packet_size': '64', 'packet_count': '1'}",False
http://www.olsson.net/lg.cgi,router,"GC_Core4, Taastrup",GET,addr,query,ping,http://www.olsson.net/,"{'router': 'OLSSON_Core1, Vallensbaek', 'query': 'traceroute', 'addr': ''}",False
http://198.23.249.100/,,,get,host,cmd,ping,http://198.23.249.100/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://lg.as6453.net/bin/lg.cgi,router,gin-eprg1-thar1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-tv2-tcore1'}",False
http://lg.reacciun.ve/,router,REACCIUN,POST,addr,query,ping,http://lg.reacciun.ve//cgi-bin/lg.cgi,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'REACCIUN'}",False
https://baehost.com/es-int/looking-glass/,routers,router1,post,parameter,query,ping,https://baehost.com/es-int/looking-glass/execute.php,"{'token': '69d5704aacc4fb9f4859840312664976487336d0', 'parameter': '2402:f000:3:6801:891c:25a8:d450:ed1f', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
https://looking.house/action.php?mode=looking_glass&action=,id,324,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
https://ch.edis.at/,,,get,host,cmd,ping,https://ch.edis.at/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://ssp2.gin.ntt.net/lg/looking_glass_web_gitRepo/lg.cgi,router,Sydney - AU,POST,addr,query,ping,https://ssp2.gin.ntt.net/lg/lg.cgi,"{'sourceIP': 'IP', 'addr': '', 'addrFQDN': '', 'protocol': 'IPv4', 'router': '0', 'query': '0'}",False
http://lg.as6453.net/lg/?query=bgp&amp;protocol=IPv6&amp;addr=2001:500:4::/48&amp;router=gin-aeq-6bb1,router,gin-lrt-thar1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-kt1-tcore2'}",False
http://integra.net/lg/,router,ar13.rcrdcauu.integra.net:cisco,post,args,query,ping,http://integra.net/lg/lg,{'query': 'trace'},False
http://aurora.on.tac.net/,router,"Oslo (NO), NIX2",POST,addr,query,ping,http://aurora.on.tac.net//,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'TELUS_EAST_LG11'}",False
https://www.iptp.com/ja/iptp-tools/lg/,router,d777b8ad099f,get,query,command,ping,https://www.iptp.com/ja/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://168.194.119.245/,router,TISCALI (AS 3257),POST,addr,query,ping,http://168.194.119.245//,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'router01.poa - Juniper'}",False
https://lg.iptp.net/en_US/iptp-tools/lg/,router,datamena.dubai,get,query,command,ping,https://lg.iptp.net/en_US/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://49.213.16.1/lg/,,,get,host,cmd,ping,http://49.213.16.1/lg/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://integra.net/lg/,router,br02.plalca01.integra.net:cisco,post,args,query,ping,http://integra.net/lg/lg,{'query': 'trace'},False
https://probe-networks.de/lg/,router,Frankfurt Equinix FR5 Kleyerstr.90,POST,addr,query,ping,https://probe-networks.de//lg/,"{'query': 'trace', 'protocol': 'IPv4', 'addr': '', 'router': 'Frankfurt Telehouse Europe (DE-CIX)'}",False
http://wdc-lg.hostus.us,,,get,host,cmd,ping,http://wdc-lg.hostus.us/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://lg.as26320.net,,,get,req,cmd,ping,http://lg.as26320.net//cgi-bin/bgplg,"{'req': '', 'cmd': 'show ip bgp'}",False
https://lg.opteamax.net/,routers,cr3,post,parameter,query,ping,https://lg.opteamax.net/execute.php,"{'parameter': '2a01:b1c0:0:12::1', 'dontlook': '', 'routers': 'cr1', 'query': 'bgp'}",False
http://aurora.on.tac.net/,router,INXS,POST,addr,query,ping,http://aurora.on.tac.net//,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'TELUS_EAST_LG11'}",False
http://noc.luglink.net/lg,router,rt041,POST,addr,query,ping,http://noc.luglink.net//lg/,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'rt041'}",False
https://www.iptp.com/es_ES/iptp-tools/lg/,router,6910e89f3d6f,get,query,command,ping,https://www.iptp.com/es_ES/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://www.iptp.com/zh_CN/iptp-tools/lg/,router,e17d0d895c01,get,query,command,ping,https://www.iptp.com/zh_CN/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://lg.marwan.ma/,routers,router51,post,parameter,query,ping,http://lg.marwan.ma/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
http://la.lg.cloudc.one,,,get,host,cmd,ping,http://la.lg.cloudc.one/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://noc-tools.theko.net.id/lg/,,,get,host,cmd,ping,https://noc-tools.theko.net.id/lg/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://lg.iptp.net/pt_PT/iptp-tools/lg/,router,f580379b163d,get,query,command,ping,https://lg.iptp.net/pt_PT/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://aurora.on.tac.net/,router,"Frankfurt (DE), DE-CIX",POST,addr,query,ping,http://aurora.on.tac.net//,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'TELUS_EAST_LG11'}",False
https://lg.dataline.ua,location,gw.kh,post,target,type,ping,https://lg.dataline.ua/lg,"{'location': '', 'target': '', 'type': 'ping'}",False
https://lg.active-servers.com,source,,get,host,cmd,ping,https://lg.active-servers.com/ajax.php,"{'host': '', 'source': '', 'cmd': 'host'}",False
http://lg.linxtelecom.com,router,r9-Waw-Linx-PL,get,addr,query,ping,http://lg.linxtelecom.com/,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'r9-Tln-Linx-EE'}",False
https://www.iptp.com/zh_HK/iptp-tools/lg/,router,702cf933534e,get,query,command,ping,https://www.iptp.com/zh_HK/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://www.switch.ch/de/network/tools/lookingglass/,router,swiZH1.switch.ch,POST,arg,query,ping,https://www.switch.ch/de/network/tools/lookingglass/,"{'query': 'location', 'arg': '', 'router': ''}",False
http://lg.topnet.ua,routers,router4,post,parameter,query,ping,http://lg.topnet.ua/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'router3', 'query': 'bgp'}",False
http://203.123.48.218/,routers,router1,post,parameter,query,ping,http://203.123.48.218/execute.php,"{'parameter': '183.173.109.247', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
http://w9.gubo.org/LookingGlass/,,,get,host,cmd,ping,http://w9.gubo.org/LookingGlass/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://lg.ext-dc.de/looking-glass/,routers,router5,post,parameter,query,ping,https://lg.ext-dc.de/looking-glass/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
http://45.128.148.72/,,,get,host,cmd,ping,http://45.128.148.72/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://www.iptp.com/zh_HK/iptp-tools/lg/,router,147622d9971b,get,query,command,ping,https://www.iptp.com/zh_HK/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://alice.ja.net/,query_location,leedhb-rbr1janet,post,query_target,query_type,ping,https://alice.ja.net/api/query/,"{'query_location': '', 'query_target': '', 'query_type': 'ping', 'query_vrf': 'default'}",False
http://hd.ncc.snt.ru/lg/,router,LINX (Transit),POST,addr,query,ping,http://hd.ncc.snt.ru//lg/,"{'query': 'trace', 'protocol': 'IPv4', 'addr': '', 'router': 'NSK-BR3'}",False
https://lg.iptp.net/zh_CN/iptp-tools/lg/,router,89ad661f036e,get,query,command,ping,https://lg.iptp.net/zh_CN/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://lg.tpix.pl,router,lodz_lg,post,addr,query,ping,http://lg.tpix.pl/cgi-bin/tpix.pl,"{'query': 'trace', 'addr': '', 'router': 'lodz_lg'}",False
https://looking.house/action.php?mode=looking_glass&action=,id,411,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
https://lg.iptp.net/zh_HK/iptp-tools/lg/,router,58faa9239631,get,query,command,ping,https://lg.iptp.net/zh_HK/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://lg.marwan.ma/,routers,router24,post,parameter,query,ping,http://lg.marwan.ma/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
http://lg.itsystems.ua,router,Quoll :: Kiev,GET,arg,query,8,http://lg.itsinternet.net/,"{'query': '8', 'arg': '183.173.109.247', 'router': 'Quoll :: Kiev'}",False
https://web-ams.iptp.net/en_US/iptp-tools/lg/,router,d26dde14bb9c,get,query,command,ping,https://web-ams.iptp.net/en_US/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://lg.ngn.mainonecable.com/lg,router,D-GIX (DPT),POST,addr,query,ping,http://lg.ngn.mainonecable.com//lg/,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'LAGOS_SAKA'}",False
https://lg.launtel.net.au,query_location,sydney_core01-sy4,post,query_target,query_type,ping,https://lg.launtel.net.au/api/query/,"{'query_location': '', 'query_target': '', 'query_type': 'ping', 'query_vrf': 'global'}",False
http://191.6.164.201:8040/,router,LG-INTERNEXA,get,query,command,ping,http://191.6.164.201:8040/,"{'command': 'ping', 'query': '', 'protocol': 'ipv4', 'router': 'brascom'}",False
http://lg.as6453.net/lg/?query=bgp&amp;protocol=IPv6&amp;addr=2001:500:4::/48&amp;router=gin-aeq-6bb1,router,gin-cxr-tcore1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-kt1-tcore2'}",False
http://speedtest.c1.vie1.dediserve.com/,,,get,host,cmd,ping,http://speedtest.c1.vie1.dediserve.com/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://lg-hn.cloudcore.vn/,,,get,host,cmd,ping,http://lg-hn.cloudcore.vn/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://1gservers.com/network.html,,,get,host,cmd,ping,https://1gservers.com/ajax.php,"{'host': '', 'cmd': 'traceroute'}",False
http://sjo-ca-us-ping.vultr.com/,,,get,,cmd,ping,http://sjo-ca-us-ping.vultr.com/ajax.php,{'cmd': 'mtr'},False
https://speedtest.mia.buyvm.net/,,,get,host,cmd,ping,https://speedtest.mia.buyvm.net/ajax.php,"{'host': '', 'cmd': 'host'}",False
https://www.iptp.net/en_US/iptp-tools/lg/,router,527b861fc823,get,query,command,ping,https://www.iptp.net/en_US/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
http://lg.sao.flexuc.io/,,,get,host,cmd,ping,http://lg.sao.flexuc.io/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://www.as8304.eu/lg,router,"Cologix, YMQ, CA",POST,addr,query,ping,http://www.as8304.eu//lg,"{'query': 'trace', 'protocol': 'IPv4', 'addr': '', 'router': 'Digital Realty, PAR, FR'}",False
http://w52.gubo.org/LookingGlass/en.php,,,get,host,cmd,ping,http://w52.gubo.org/LookingGlass/ajax.php,"{'host': '', 'cmd': 'host'}",False
http://lg.as6453.net/lg/,router,gin-dvs-tcore1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-aeq-tcore1'}",False
http://lg.redeisp.com.br/,router,BBNplanet,POST,addr,query,ping,http://lg.redeisp.com.br//,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'router01.poa - Juniper'}",False
https://ssp2.gin.ntt.net/lg/lg-gums-demo.cgi,router,"Atlanta, GA",POST,addr,query,ping,https://ssp2.gin.ntt.net/lg/lg-gums-demo.cgi,"{'sourceIP': 'IP', 'addr': '', 'addrFQDN': '', 'protocol': 'IPv4', 'router': '0', 'query': '0'}",False
http://lg.as6453.net/lg/?query=bgp&amp;protocol=IPv6&amp;addr=2001:500:4::/48&amp;router=gin-aeq-6bb1,router,gin-e14-thar1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-kt1-tcore2'}",False
https://lg.he.net/,routers[],core2.par3.he.net,post,ip,command,ping,https://lg.he.net//,"{'token': 'LSpzidCJJl5zV/YIJOEGCYfxbpNcjOiBp9K7DYL6MWVgUz0fCLxSDJy7JZvwDbjrykUuvlwYAHqr2jb+fI6V0A==', 'routers[]': 'core1.ist1.he.net', 'command': 'bgpsummary6', 'ip': '', 'raw': '1', 'afPref': 'preferV4'}",False
https://www.iptp.net/vi/iptp-tools/lg/,router,58faa9239631,get,query,command,ping,https://www.iptp.net/vi/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
https://looking.house/action.php?mode=looking_glass&action=,id,344,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
http://www.as3280.net/,router,border5,get,query,command,ping,http://www.as3280.net/,"{'command': 'ping', 'query': '', 'protocol': 'ipv4', 'router': 'border'}",False
https://lg.blue3.com.br,routers,router1,post,parameter,query,ping,https://lg.blue3.com.br/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
https://looking.house/action.php?mode=looking_glass&action=,id,527,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
https://looking.house/action.php?mode=looking_glass&action=,id,206,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
https://ssp2.gin.ntt.net/lg/lg.cgi,router,Taipei - TW,POST,addr,query,ping,https://ssp2.gin.ntt.net/lg/lg.cgi,"{'sourceIP': 'IP', 'addr': '', 'addrFQDN': '', 'protocol': 'IPv4', 'router': '0', 'query': '0'}",False
http://looking.cabase.org.ar/cgi-bin/lg.cgi,router,AS52360 MZA,POST,addr,query,ping,http://looking.cabase.org.ar/cgi-bin/lg.cgi,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'AS11058 BUE'}",False
https://lg.net1c.net,routers,router3,post,parameter,query,ping,https://lg.net1c.net/execute.php,"{'parameter': '', 'dontlook': '', 'routers': 'router1', 'query': 'bgp'}",False
http://debby.sunrise.ch/lg,router,SwiNOG/FRnOG,POST,addr,query,ping,http://debby.sunrise.ch//lg/,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'Sunrise Routeserver'}",False
http://168.194.119.245/,router,Exodus Communications,POST,addr,query,ping,http://168.194.119.245//,"{'query': 'trace', 'addr': '', 'protocol': 'IPv4', 'router': 'router01.poa - Juniper'}",False
http://lg.as6453.net/bin/lg.cgi,router,gin-ejnb1-tcore1,POST,addr,query,ping,http://lg.as6453.net//lg/,"{'query': 'trace', 'addr': '183.173.109.247', 'protocol': 'IPv4', 'router': 'gin-tv2-tcore1'}",False
https://looking.house/action.php?mode=looking_glass&action=,id,427,post,domain,action,ping,https://looking.house/action.php?mode=looking_glass&action=,"{'action': 'ping', 'domain': '8.8.8.8', 'id': 579}",False
https://www.iptp.net/es_ES/iptp-tools/lg/,router,5311a81309c4,get,query,command,ping,https://www.iptp.net/es_ES/iptp-tools/lg/,"{'command': 'trace', 'query': '', 'router': 'f445252ea09c', 'protocol': 'ipv4'}",False
